year,Value,Units,variable_code
2021,36131,Dollars (millions),H29
2021,292551,Dollars (millions),H30
2021,139137,Dollars (millions),H31
2021,54508,Dollars (millions),H32
2021,98905,Dollars (millions),H33
2021,1871700,Dollars,H34
2021,797500,Dollars,H35
2021,63,Percentage,H36
2021,57,Percentage,H37
2021,10,Percentage,H39
2021,5,Percentage,H40
2021,48,Percentage,H41
2021,27201,Dollars (millions),H01
2021,18831,Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,Financial performance,Dollars (millions),H06
2021,6734,Dollars (millions),H07
2021,14676,Dollars (millions),H08
2021,3287,Dollars (millions),H09
2021,765,Dollars (millions),H10
2021,1738,Dollars (millions),H11
2021,816,Dollars (millions),H12
2021,2,Dollars (millions),H13
2021,0,Dollars (millions),H14
2021,6535,Dollars (millions),H19
2021,1534,Dollars (millions),H20
2021,3242,Dollars (millions),H21
2021,3354,Dollars (millions),H22
2021,12637,Dollars (millions),H23
2021,287185,Dollars (millions),H24
2021,32230,Dollars (millions),H25
2021,220136,Dollars (millions),H26
2021,28083,Dollars (millions),H27
2021,14858,Dollars (millions),H28
2021,34819,Dollars (millions),H29
2021,287185,Dollars (millions),H30
2021,136818,Dollars (millions),H31
2021,52801,Dollars (millions),H32
2021,97565,Dollars (millions),H33
2021,4484300,Dollars,H34
2021,2083300,Dollars,H35
2021,61,Percentage,H36
2021,55,Percentage,H37
2021,9,Percentage,H39
2021,4,Percentage,H40
2021,48,Percentage,H41
2021,6200,Dollars (millions),H01
2021,5968,Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,Financial performance,Dollars (millions),H06
2021,65,Dollars (millions),H07
2021,4609,Dollars (millions),H08
2021,57,Dollars (millions),H09
2021,22,Dollars (millions),H10
2021,127,Dollars (millions),H11
2021,1085,Dollars (millions),H12
2021,2,Dollars (millions),H13
2021,1566,Dollars (millions),H14
2021,1727,Dollars (millions),H19
2021,25,Dollars (millions),H20
2021,47,Dollars (millions),H21
2021,51,Dollars (millions),H22
2021,1594,Dollars (millions),H23
2021,5366,Dollars (millions),H24
2021,1980,Dollars (millions),H25
2021,2074,Dollars (millions),H26
2021,570,Dollars (millions),H27
2021,229,Dollars (millions),H28
2021,1312,Dollars (millions),H29
2021,5366,Dollars (millions),H30
2021,2319,Dollars (millions),H31
2021,1707,Dollars (millions),H32
2021,1340,Dollars (millions),H33
2021,526300,Dollars,H34
2021,135400,Dollars,H35
2021,116,Percentage,H36
2021,113,Percentage,H37
2021,69,Percentage,H39
2021,30,Percentage,H40
2021,43,Percentage,H41
2021,H01, Scientific, Technical
2021,H04, Scientific, Technical
2021,H05, Scientific, Technical
2021,H06, Scientific, Technical
2021,H07, Scientific, Technical
2021,H08, Scientific, Technical
2021,H09, Scientific, Technical
2021,H10, Scientific, Technical
2021,H11, Scientific, Technical
2021,H12, Scientific, Technical
2021,H13, Scientific, Technical
2021,H19, Scientific, Technical
2021,H20, Scientific, Technical
2021,H21, Scientific, Technical
2021,H22, Scientific, Technical
2021,H23, Scientific, Technical
2021,H24, Scientific, Technical
2021,H25, Scientific, Technical
2021,H26, Scientific, Technical
2021,H27, Scientific, Technical
2021,H28, Scientific, Technical
2021,H29, Scientific, Technical
2021,H30, Scientific, Technical
2021,H31, Scientific, Technical
2021,H32, Scientific, Technical
2021,H33, Scientific, Technical
2021,H34, Scientific, Technical
2021,H35, Scientific, Technical
2021,H36, Scientific, Technical
2021,H37, Scientific, Technical
2021,H39, Scientific, Technical
2021,H40, Scientific, Technical
2021,H41, Scientific, Technical
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021, dividends and donations", Scientific and Technical Services",Dollars (millions)
2021, grants and subsidies", Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial performance, Scientific and Technical Services",Dollars (millions)
2021,Financial position, Scientific and Technical Services",Dollars (millions)
2021,Financial position, Scientific and Technical Services",Dollars (millions)
2021,Financial position, Scientific and Technical Services",Dollars (millions)
2021,Financial position, Scientific and Technical Services",Dollars (millions)
2021,Financial position, Scientific and Technical Services",Dollars (millions)
2021,Financial position, Scientific and Technical Services",Dollars (millions)
2021,Financial position, Scientific and Technical Services",Dollars (millions)
2021,Financial position, Scientific and Technical Services",Dollars (millions)
2021,Financial position, Scientific and Technical Services",Dollars (millions)
2021,Financial position, Scientific and Technical Services",Dollars (millions)
2021,Financial ratios, Scientific and Technical Services",Dollars
2021,Financial ratios, Scientific and Technical Services",Dollars
2021,Financial ratios, Scientific and Technical Services",Percentage
2021,Financial ratios, Scientific and Technical Services",Percentage
2021,Financial ratios, Scientific and Technical Services",Percentage
2021,Financial ratios, Scientific and Technical Services",Percentage
2021,Financial ratios, Scientific and Technical Services",Percentage
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021, dividends and donations", Architectural and Engineering Services",Dollars (millions)
2021, grants and subsidies", Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial performance, Architectural and Engineering Services",Dollars (millions)
2021,Financial position, Architectural and Engineering Services",Dollars (millions)
2021,Financial position, Architectural and Engineering Services",Dollars (millions)
2021,Financial position, Architectural and Engineering Services",Dollars (millions)
2021,Financial position, Architectural and Engineering Services",Dollars (millions)
2021,Financial position, Architectural and Engineering Services",Dollars (millions)
2021,Financial position, Architectural and Engineering Services",Dollars (millions)
2021,Financial position, Architectural and Engineering Services",Dollars (millions)
2021,Financial position, Architectural and Engineering Services",Dollars (millions)
2021,Financial position, Architectural and Engineering Services",Dollars (millions)
2021,Financial position, Architectural and Engineering Services",Dollars (millions)
2021,Financial ratios, Architectural and Engineering Services",Dollars
2021,Financial ratios, Architectural and Engineering Services",Dollars
2021,Financial ratios, Architectural and Engineering Services",Percentage
2021,Financial ratios, Architectural and Engineering Services",Percentage
2021,Financial ratios, Architectural and Engineering Services",Percentage
2021,Financial ratios, Architectural and Engineering Services",Percentage
2021,Financial ratios, Architectural and Engineering Services",Percentage
2021,7571,Dollars (millions),H01
2021,7324,Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,Financial performance,Dollars (millions),H06
2021,50,Dollars (millions),H07
2021,5381,Dollars (millions),H08
2021,80,Dollars (millions),H09
2021,14,Dollars (millions),H10
2021,155,Dollars (millions),H11
2021,3029,Dollars (millions),H12
2021,3,Dollars (millions),H13
2021,2047,Dollars (millions),H19
2021,56,Dollars (millions),H20
2021,96,Dollars (millions),H21
2021,105,Dollars (millions),H22
2021,2199,Dollars (millions),H23
2021,4330,Dollars (millions),H24
2021,2310,Dollars (millions),H25
2021,626,Dollars (millions),H26
2021,183,Dollars (millions),H27
2021,68,Dollars (millions),H28
2021,1393,Dollars (millions),H29
2021,4330,Dollars (millions),H30
2021,1526,Dollars (millions),H31
2021,1675,Dollars (millions),H32
2021,1129,Dollars (millions),H33
2021,222800,Dollars,H34
2021,64700,Dollars,H35
2021,138,Percentage,H36
2021,132,Percentage,H37
2021,144,Percentage,H39
2021,51,Percentage,H40
2021,35,Percentage,H41
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021, dividends and donations", Market Research and Management Services",Dollars (millions)
2021, grants and subsidies", Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial performance, Market Research and Management Services",Dollars (millions)
2021,Financial position, Market Research and Management Services",Dollars (millions)
2021,Financial position, Market Research and Management Services",Dollars (millions)
2021,Financial position, Market Research and Management Services",Dollars (millions)
2021,Financial position, Market Research and Management Services",Dollars (millions)
2021,Financial position, Market Research and Management Services",Dollars (millions)
2021,Financial position, Market Research and Management Services",Dollars (millions)
2021,Financial position, Market Research and Management Services",Dollars (millions)
2021,Financial position, Market Research and Management Services",Dollars (millions)
2021,Financial position, Market Research and Management Services",Dollars (millions)
2021,Financial position, Market Research and Management Services",Dollars (millions)
2021,Financial ratios, Market Research and Management Services",Dollars
2021,Financial ratios, Market Research and Management Services",Dollars
2021,Financial ratios, Market Research and Management Services",Percentage
2021,Financial ratios, Market Research and Management Services",Percentage
2021,Financial ratios, Market Research and Management Services",Percentage
2021,Financial ratios, Market Research and Management Services",Percentage
2021,Financial ratios, Market Research and Management Services",Percentage
2021,1876,Dollars (millions),H01
2021,1786,Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,Financial performance,Dollars (millions),H06
2021,17,Dollars (millions),H07
2021,1634,Dollars (millions),H08
2021,18,Dollars (millions),H09
2021,6,Dollars (millions),H10
2021,55,Dollars (millions),H11
2021,597,Dollars (millions),H12
2021,0,Dollars (millions),H13
2021,950,Dollars (millions),H19
2021,8,Dollars (millions),H20
2021,92,Dollars (millions),H21
2021,97,Dollars (millions),H22
2021,248,Dollars (millions),H23
2021,1453,Dollars (millions),H24
2021,613,Dollars (millions),H25
2021,425,Dollars (millions),H26
2021,89,Dollars (millions),H27
2021,46,Dollars (millions),H28
2021,415,Dollars (millions),H29
2021,1453,Dollars (millions),H30
2021,599,Dollars (millions),H31
2021,508,Dollars (millions),H32
2021,346,Dollars (millions),H33
2021,214400,Dollars,H34
2021,28300,Dollars,H35
2021,121,Percentage,H36
2021,102,Percentage,H37
2021,41,Percentage,H39
2021,17,Percentage,H40
2021,41,Percentage,H41
2021,11845,Dollars (millions),H01
2021,11439,Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,Financial performance,Dollars (millions),H06
2021,152,Dollars (millions),H07
2021,10558,Dollars (millions),H08
2021,61,Dollars (millions),H09
2021,32,Dollars (millions),H10
2021,486,Dollars (millions),H11
2021,4593,Dollars (millions),H12
2021,14,Dollars (millions),H13
2021,5129,Dollars (millions),H19
2021,258,Dollars (millions),H20
2021,87,Dollars (millions),H21
2021,95,Dollars (millions),H22
2021,1294,Dollars (millions),H23
2021,10236,Dollars (millions),H24
2021,5891,Dollars (millions),H25
2021,703,Dollars (millions),H26
2021,222,Dollars (millions),H27
2021,73,Dollars (millions),H28
2021,3642,Dollars (millions),H29
2021,10236,Dollars (millions),H30
2021,4780,Dollars (millions),H31
2021,3482,Dollars (millions),H32
2021,1973,Dollars (millions),H33
2021,313100,Dollars,H34
2021,34200,Dollars,H35
2021,169,Percentage,H36
2021,166,Percentage,H37
2021,27,Percentage,H39
2021,13,Percentage,H40
2021,47,Percentage,H41
2021,12555,Dollars (millions),H01
2021,11555,Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,Financial performance,Dollars (millions),H06
2021,155,Dollars (millions),H07
2021,11536,Dollars (millions),H08
2021,116,Dollars (millions),H09
2021,30,Dollars (millions),H10
2021,363,Dollars (millions),H11
2021,4960,Dollars (millions),H12
2021,11,Dollars (millions),H13
2021,5892,Dollars (millions),H19
2021,175,Dollars (millions),H20
2021,200,Dollars (millions),H21
2021,192,Dollars (millions),H22
2021,1011,Dollars (millions),H23
2021,11896,Dollars (millions),H24
2021,4954,Dollars (millions),H25
2021,3326,Dollars (millions),H26
2021,622,Dollars (millions),H27
2021,182,Dollars (millions),H28
2021,3616,Dollars (millions),H29
2021,11896,Dollars (millions),H30
2021,4991,Dollars (millions),H31
2021,4085,Dollars (millions),H32
2021,2820,Dollars (millions),H33
2021,108500,Dollars,H34
2021,8700,Dollars,H35
2021,121,Percentage,H36
2021,117,Percentage,H37
2021,20,Percentage,H39
2021,9,Percentage,H40
2021,42,Percentage,H41
2021,454,Dollars (millions),H01
2021,368,Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,Financial performance,Dollars (millions),H06
2021,2,Dollars (millions),H07
2021,520,Dollars (millions),H08
2021,5,Dollars (millions),H09
2021,2,Dollars (millions),H10
2021,26,Dollars (millions),H11
2021,240,Dollars (millions),H12
2021,8,Dollars (millions),H13
2021,225,Dollars (millions),H19
2021,22,Dollars (millions),H20
2021,3,Dollars (millions),H21
2021,2,Dollars (millions),H22
2021,-67,Dollars (millions),H23
2021,958,Dollars (millions),H24
2021,534,Dollars (millions),H25
2021,95,Dollars (millions),H26
2021,10,Dollars (millions),H27
2021,4,Dollars (millions),H28
2021,329,Dollars (millions),H29
2021,958,Dollars (millions),H30
2021,269,Dollars (millions),H31
2021,482,Dollars (millions),H32
2021,207,Dollars (millions),H33
2021,109500,Dollars,H34
2021,-16100,Dollars,H35
2021,111,Percentage,H36
2021,110,Percentage,H37
2021,-25,Percentage,H39
2021,-7,Percentage,H40
2021,28,Percentage,H41
2021,7602,Dollars (millions),H01
2021,6963,Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,Financial performance,Dollars (millions),H06
2021,117,Dollars (millions),H07
2021,6891,Dollars (millions),H08
2021,54,Dollars (millions),H09
2021,18,Dollars (millions),H10
2021,148,Dollars (millions),H11
2021,3006,Dollars (millions),H12
2021,2,Dollars (millions),H13
2021,3534,Dollars (millions),H19
2021,131,Dollars (millions),H20
2021,98,Dollars (millions),H21
2021,74,Dollars (millions),H22
2021,686,Dollars (millions),H23
2021,7320,Dollars (millions),H24
2021,3210,Dollars (millions),H25
2021,1594,Dollars (millions),H26
2021,290,Dollars (millions),H27
2021,101,Dollars (millions),H28
2021,2515,Dollars (millions),H29
2021,7320,Dollars (millions),H30
2021,3276,Dollars (millions),H31
2021,2431,Dollars (millions),H32
2021,1612,Dollars (millions),H33
2021,111300,Dollars,H34
2021,10000,Dollars,H35
2021,132,Percentage,H36
2021,129,Percentage,H37
2021,21,Percentage,H39
2021,9,Percentage,H40
2021,45,Percentage,H41
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021, dividends and donations", Pest Control and Other Support Services",Dollars (millions)
2021, grants and subsidies", Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial performance, Pest Control and Other Support Services",Dollars (millions)
2021,Financial position, Pest Control and Other Support Services",Dollars (millions)
2021,Financial position, Pest Control and Other Support Services",Dollars (millions)
2021,Financial position, Pest Control and Other Support Services",Dollars (millions)
2021,Financial position, Pest Control and Other Support Services",Dollars (millions)
2021,Financial position, Pest Control and Other Support Services",Dollars (millions)
2021,Financial position, Pest Control and Other Support Services",Dollars (millions)
2021,Financial position, Pest Control and Other Support Services",Dollars (millions)
2021,Financial position, Pest Control and Other Support Services",Dollars (millions)
2021,Financial position, Pest Control and Other Support Services",Dollars (millions)
2021,Financial position, Pest Control and Other Support Services",Dollars (millions)
2021,Financial ratios, Pest Control and Other Support Services",Dollars
2021,Financial ratios, Pest Control and Other Support Services",Dollars
2021,Financial ratios, Pest Control and Other Support Services",Percentage
2021,Financial ratios, Pest Control and Other Support Services",Percentage
2021,Financial ratios, Pest Control and Other Support Services",Percentage
2021,Financial ratios, Pest Control and Other Support Services",Percentage
2021,Financial ratios, Pest Control and Other Support Services",Percentage
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021, dividends and donations", Safety and Regulatory Services",Dollars (millions)
2021, grants and subsidies", Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021, dividends and donations", Safety and Regulatory Services",Dollars (millions)
2021, grants and subsidies", Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021, dividends and donations", Safety and Regulatory Services",Dollars (millions)
2021, grants and subsidies", Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial performance, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial position, Safety and Regulatory Services",Dollars (millions)
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,Financial ratios, Safety and Regulatory Services",Percentage
2021,4975,Dollars (millions),H01
2021,Financial performance,Dollars (millions),H05
2021, grants and subsidies",Dollars (millions),H06
2021,123,Dollars (millions),H07
2021,4371,Dollars (millions),H08
2021,70,Dollars (millions),H09
2021,20,Dollars (millions),H10
2021,190,Dollars (millions),H11
2021,2378,Dollars (millions),H12
2021,0,Dollars (millions),H13
2021,1660,Dollars (millions),H19
2021,51,Dollars (millions),H20
2021,8,Dollars (millions),H21
2021,8,Dollars (millions),H22
2021,604,Dollars (millions),H23
2021,7648,Dollars (millions),H24
2021,2006,Dollars (millions),H25
2021,3264,Dollars (millions),H26
2021,336,Dollars (millions),H27
2021,101,Dollars (millions),H28
2021,2378,Dollars (millions),H29
2021,7648,Dollars (millions),H30
2021,4966,Dollars (millions),H31
2021,1600,Dollars (millions),H32
2021,1082,Dollars (millions),H33
2021,125,Percentage,H36
2021,125,Percentage,H37
2021,12,Percentage,H39
2021,8,Percentage,H40
2021,65,Percentage,H41
2021,1617,Dollars (millions),H01
2021,Financial performance,Dollars (millions),H05
2021, grants and subsidies",Dollars (millions),H06
2021,21,Dollars (millions),H07
2021,1455,Dollars (millions),H08
2021,34,Dollars (millions),H09
2021,12,Dollars (millions),H10
2021,53,Dollars (millions),H11
2021,941,Dollars (millions),H12
2021,0,Dollars (millions),H13
2021,401,Dollars (millions),H19
2021,15,Dollars (millions),H20
2021,1,Dollars (millions),H21
2021,1,Dollars (millions),H22
2021,162,Dollars (millions),H23
2021,1849,Dollars (millions),H24
2021,533,Dollars (millions),H25
2021,691,Dollars (millions),H26
2021,104,Dollars (millions),H27
2021,29,Dollars (millions),H28
2021,625,Dollars (millions),H29
2021,1849,Dollars (millions),H30
2021,823,Dollars (millions),H31
2021,511,Dollars (millions),H32
2021,515,Dollars (millions),H33
2021,104,Percentage,H36
2021,104,Percentage,H37
2021,20,Percentage,H39
2021,9,Percentage,H40
2021,45,Percentage,H41
2021,825,Dollars (millions),H01
2021,Financial performance,Dollars (millions),H05
2021, grants and subsidies",Dollars (millions),H06
2021,C,Dollars (millions),H07
2021,707,Dollars (millions),H08
2021,8,Dollars (millions),H09
2021,1,Dollars (millions),H10
2021,51,Dollars (millions),H11
2021,412,Dollars (millions),H12
2021,0,Dollars (millions),H13
2021,228,Dollars (millions),H19
2021,8,Dollars (millions),H20
2021,0,Dollars (millions),H21
2021,0,Dollars (millions),H22
2021,118,Dollars (millions),H23
2021,3084,Dollars (millions),H24
2021,206,Dollars (millions),H25
2021,1722,Dollars (millions),H26
2021,99,Dollars (millions),H27
2021,10,Dollars (millions),H28
2021,1157,Dollars (millions),H29
2021,3084,Dollars (millions),H30
2021,2592,Dollars (millions),H31
2021,272,Dollars (millions),H32
2021,221,Dollars (millions),H33
2021,76,Percentage,H36
2021,76,Percentage,H37
2021,5,Percentage,H39
2021,4,Percentage,H40
2021,84,Percentage,H41
2021,761,Dollars (millions),H01
2021,Financial performance,Dollars (millions),H05
2021, grants and subsidies",Dollars (millions),H06
2021,C,Dollars (millions),H07
2021,666,Dollars (millions),H08
2021,8,Dollars (millions),H09
2021,2,Dollars (millions),H10
2021,30,Dollars (millions),H11
2021,376,Dollars (millions),H12
2021,0,Dollars (millions),H13
2021,243,Dollars (millions),H19
2021,7,Dollars (millions),H20
2021,0,Dollars (millions),H21
2021,0,Dollars (millions),H22
2021,95,Dollars (millions),H23
2021,845,Dollars (millions),H24
2021,462,Dollars (millions),H25
2021,189,Dollars (millions),H26
2021,42,Dollars (millions),H27
2021,25,Dollars (millions),H28
2021,194,Dollars (millions),H29
2021,845,Dollars (millions),H30
2021,478,Dollars (millions),H31
2021,251,Dollars (millions),H32
2021,115,Dollars (millions),H33
2021,184,Percentage,H36
2021,184,Percentage,H37
2021,20,Percentage,H39
2021,11,Percentage,H40
2021,57,Percentage,H41
2021,Financial performance, Community and Other Education",Dollars (millions)
2021, dividends and donations", Community and Other Education",Dollars (millions)
2021, government funding, Community and Other Education",Dollars (millions)
2021,Financial performance, Community and Other Education",Dollars (millions)
2021,Financial performance, Community and Other Education",Dollars (millions)
2021,Financial performance, Community and Other Education",Dollars (millions)
2021,Financial performance, Community and Other Education",Dollars (millions)
2021,Financial performance, Community and Other Education",Dollars (millions)
2021,Financial performance, Community and Other Education",Dollars (millions)
2021,Financial performance, Community and Other Education",Dollars (millions)
2021,Financial performance, Community and Other Education",Dollars (millions)
2021,Financial performance, Community and Other Education",Dollars (millions)
2021,Financial performance, Community and Other Education",Dollars (millions)
2021,Financial performance, Community and Other Education",Dollars (millions)
2021,Financial performance, Community and Other Education",Dollars (millions)
2021,Financial position, Community and Other Education",Dollars (millions)
2021,Financial position, Community and Other Education",Dollars (millions)
2021,Financial position, Community and Other Education",Dollars (millions)
2021,Financial position, Community and Other Education",Dollars (millions)
2021,Financial position, Community and Other Education",Dollars (millions)
2021,Financial position, Community and Other Education",Dollars (millions)
2021,Financial position, Community and Other Education",Dollars (millions)
2021,Financial position, Community and Other Education",Dollars (millions)
2021,Financial position, Community and Other Education",Dollars (millions)
